ea_id,district,region
30508473,Blantyre,South
30508594,Blantyre,South
30508595,Blantyre,South
30508596,Blantyre,South
30508597,Blantyre,South
30508629,Blantyre,South
30508635,Blantyre,South
30508636,Blantyre,South
30508637,Blantyre,South
30508638,Blantyre,South
31531161,Blantyre,South
31531303,Blantyre,South
31531795,Blantyre,South
31531796,Blantyre,South
31531855,Blantyre,South
31531856,Blantyre,South
31532674,Blantyre,South
31532797,Blantyre,South
31532798,Blantyre,South
31532857,Blantyre,South
31533095,Blantyre,South
31533799,Blantyre,South
31533858,Blantyre,South
31534553,Blantyre,South
31534800,Blantyre,South
31534801,Blantyre,South
31534859,Blantyre,South
31535633,Blantyre,South
31535802,Blantyre,South
31535860,Blantyre,South
31535861,Blantyre,South
31536118,Blantyre,South
31536257,Blantyre,South
31536751,Blantyre,South
31536803,Blantyre,South
31536862,Blantyre,South
31536863,Blantyre,South
31537864,Blantyre,South
31538278,Blantyre,South
31539670,Blantyre,South
31539804,Blantyre,South
31539805,Blantyre,South
31539865,Blantyre,South
31539866,Blantyre,South
31540003,Blantyre,South
31540419,Blantyre,South
31540806,Blantyre,South
31540867,Blantyre,South
31541183,Blantyre,South
31541807,Blantyre,South
31541868,Blantyre,South
31544808,Blantyre,South
31544809,Blantyre,South
31544869,Blantyre,South
31545384,Blantyre,South
31546760,Blantyre,South
31546810,Blantyre,South
31546870,Blantyre,South
31547429,Blantyre,South
31547871,Blantyre,South
31548148,Blantyre,South
31548811,Blantyre,South
31548872,Blantyre,South
31548873,Blantyre,South
31549812,Blantyre,South
31550254,Blantyre,South
31550813,Blantyre,South
31551814,Blantyre,South
31551874,Blantyre,South
31552612,Blantyre,South
31552686,Blantyre,South
31552875,Blantyre,South
31553237,Blantyre,South
31553815,Blantyre,South
31553816,Blantyre,South
31553876,Blantyre,South
31554613,Blantyre,South
31554877,Blantyre,South
31555614,Blantyre,South
31555878,Blantyre,South
31001034,Chikwawa,South
31001092,Chikwawa,South
31001123,Chikwawa,South
31001228,Chikwawa,South
31001242,Chikwawa,South
31001333,Chikwawa,South
31001647,Chikwawa,South
31001687,Chikwawa,South
31001688,Chikwawa,South
31001689,Chikwawa,South
31001690,Chikwawa,South
31001691,Chikwawa,South
31001692,Chikwawa,South
31001735,Chikwawa,South
31001736,Chikwawa,South
31001737,Chikwawa,South
31001738,Chikwawa,South
31001739,Chikwawa,South
31001740,Chikwawa,South
31001741,Chikwawa,South
31001742,Chikwawa,South
31001749,Chikwawa,South
31002169,Chikwawa,South
31002245,Chikwawa,South
31002677,Chikwawa,South
31002693,Chikwawa,South
31002694,Chikwawa,South
31002695,Chikwawa,South
31002743,Chikwawa,South
31002744,Chikwawa,South
31003100,Chikwawa,South
31003226,Chikwawa,South
31003482,Chikwawa,South
31003696,Chikwawa,South
31003697,Chikwawa,South
31003698,Chikwawa,South
31003745,Chikwawa,South
31003746,Chikwawa,South
31003747,Chikwawa,South
31003748,Chikwawa,South
31003749,Chikwawa,South
31003759,Chikwawa,South
31004098,Chikwawa,South
31004699,Chikwawa,South
31004750,Chikwawa,South
31004751,Chikwawa,South
31005061,Chikwawa,South
31005700,Chikwawa,South
31005701,Chikwawa,South
31005752,Chikwawa,South
31006284,Chikwawa,South
31006556,Chikwawa,South
31006702,Chikwawa,South
31006753,Chikwawa,South
31006754,Chikwawa,South
31007335,Chikwawa,South
31007544,Chikwawa,South
31007549,Chikwawa,South
31007645,Chikwawa,South
31007703,Chikwawa,South
31007704,Chikwawa,South
31007705,Chikwawa,South
31007755,Chikwawa,South
31007756,Chikwawa,South
31007757,Chikwawa,South
31008706,Chikwawa,South
31010707,Chikwawa,South
31020708,Chikwawa,South
31020758,Chikwawa,South
30401015,Chiradzulu,South
30401062,Chiradzulu,South
30401178,Chiradzulu,South
30401397,Chiradzulu,South
30401553,Chiradzulu,South
30401554,Chiradzulu,South
30401555,Chiradzulu,South
30401556,Chiradzulu,South
30401591,Chiradzulu,South
30401592,Chiradzulu,South
30401593,Chiradzulu,South
30401594,Chiradzulu,South
30402291,Chiradzulu,South
30402402,Chiradzulu,South
30402515,Chiradzulu,South
30402557,Chiradzulu,South
30402558,Chiradzulu,South
30402559,Chiradzulu,South
30402560,Chiradzulu,South
30402570,Chiradzulu,South
30402595,Chiradzulu,South
30402596,Chiradzulu,South
30402597,Chiradzulu,South
30402598,Chiradzulu,South
30402599,Chiradzulu,South
30402669,Chiradzulu,South
30403185,Chiradzulu,South
30403225,Chiradzulu,South
30403261,Chiradzulu,South
30403444,Chiradzulu,South
30403558,Chiradzulu,South
30403561,Chiradzulu,South
30403562,Chiradzulu,South
30403563,Chiradzulu,South
30403600,Chiradzulu,South
30403601,Chiradzulu,South
30403602,Chiradzulu,South
30403603,Chiradzulu,South
30403604,Chiradzulu,South
30403605,Chiradzulu,South
30403606,Chiradzulu,South
30403699,Chiradzulu,South
30403766,Chiradzulu,South
30404093,Chiradzulu,South
30404458,Chiradzulu,South
30404493,Chiradzulu,South
30404564,Chiradzulu,South
30404565,Chiradzulu,South
30404566,Chiradzulu,South
30404567,Chiradzulu,South
30404607,Chiradzulu,South
30404608,Chiradzulu,South
30404609,Chiradzulu,South
30405568,Chiradzulu,South
30405588,Chiradzulu,South
30405610,Chiradzulu,South
30406125,Chiradzulu,South
30406378,Chiradzulu,South
30406569,Chiradzulu,South
30406611,Chiradzulu,South
30406612,Chiradzulu,South
30407570,Chiradzulu,South
30407571,Chiradzulu,South
30407572,Chiradzulu,South
30408573,Chiradzulu,South
30409574,Chiradzulu,South
30420223,Chiradzulu,South
30420614,Chiradzulu,South
10101016,Chitipa,North
10101100,Chitipa,North
10101101,Chitipa,North
10101102,Chitipa,North
10101103,Chitipa,North
10101104,Chitipa,North
10101105,Chitipa,North
10101106,Chitipa,North
10101107,Chitipa,North
10101108,Chitipa,North
10101204,Chitipa,North
10101215,Chitipa,North
10101219,Chitipa,North
10101355,Chitipa,North
10101374,Chitipa,North
10101470,Chitipa,North
10101562,Chitipa,North
10101568,Chitipa,North
10101706,Chitipa,North
10102004,Chitipa,North
10102107,Chitipa,North
10102108,Chitipa,North
10102109,Chitipa,North
10102110,Chitipa,North
10102111,Chitipa,North
10102112,Chitipa,North
10102379,Chitipa,North
10102621,Chitipa,North
10103111,Chitipa,North
10103112,Chitipa,North
10103113,Chitipa,North
10103114,Chitipa,North
10103115,Chitipa,North
10103414,Chitipa,North
10103452,Chitipa,North
10103681,Chitipa,North
10104116,Chitipa,North
10104117,Chitipa,North
10104118,Chitipa,North
10104150,Chitipa,North
10104351,Chitipa,North
10104440,Chitipa,North
10105114,Chitipa,North
10105115,Chitipa,North
10105119,Chitipa,North
10105120,Chitipa,North
10105121,Chitipa,North
10105352,Chitipa,North
10105511,Chitipa,North
10105513,Chitipa,North
10106116,Chitipa,North
10106117,Chitipa,North
10107118,Chitipa,North
10109119,Chitipa,North
10109120,Chitipa,North
10109121,Chitipa,North
10120122,Chitipa,North
10120123,Chitipa,North
10120286,Chitipa,North
10120288,Chitipa,North
10202195,Chitipa,North
20801046,Dedza,Central
20801208,Dedza,Central
20801271,Dedza,Central
20801356,Dedza,Central
20801407,Dedza,Central
20801408,Dedza,Central
20801409,Dedza,Central
20801410,Dedza,Central
20801411,Dedza,Central
20801435,Dedza,Central
20801436,Dedza,Central
20801437,Dedza,Central
20801438,Dedza,Central
20801439,Dedza,Central
20801497,Dedza,Central
20802019,Dedza,Central
20802041,Dedza,Central
20802412,Dedza,Central
20802413,Dedza,Central
20802440,Dedza,Central
20802441,Dedza,Central
20802501,Dedza,Central
20803155,Dedza,Central
20803156,Dedza,Central
20803414,Dedza,Central
20803415,Dedza,Central
20803416,Dedza,Central
20803417,Dedza,Central
20803442,Dedza,Central
20803443,Dedza,Central
20803444,Dedza,Central
20803445,Dedza,Central
20803446,Dedza,Central
20803503,Dedza,Central
20803599,Dedza,Central
20803731,Dedza,Central
20804405,Dedza,Central
20804418,Dedza,Central
20804419,Dedza,Central
20804420,Dedza,Central
20804447,Dedza,Central
20804448,Dedza,Central
20804449,Dedza,Central
20804768,Dedza,Central
20805345,Dedza,Central
20805450,Dedza,Central
20806131,Dedza,Central
20806421,Dedza,Central
20806422,Dedza,Central
20806423,Dedza,Central
20806451,Dedza,Central
20806452,Dedza,Central
20806546,Dedza,Central
20806716,Dedza,Central
20807424,Dedza,Central
20807425,Dedza,Central
20807426,Dedza,Central
20807453,Dedza,Central
20807454,Dedza,Central
20807455,Dedza,Central
20807456,Dedza,Central
20807711,Dedza,Central
20807727,Dedza,Central
20807728,Dedza,Central
20808421,Dedza,Central
20808427,Dedza,Central
20808457,Dedza,Central
20820318,Dedza,Central
20820428,Dedza,Central
20820458,Dedza,Central
20401171,Dowa,Central
20401305,Dowa,Central
20401306,Dowa,Central
20401327,Dowa,Central
20401328,Dowa,Central
20401329,Dowa,Central
20401627,Dowa,Central
20401737,Dowa,Central
20402045,Dowa,Central
20402072,Dowa,Central
20402198,Dowa,Central
20402201,Dowa,Central
20402298,Dowa,Central
20402307,Dowa,Central
20402308,Dowa,Central
20402309,Dowa,Central
20402310,Dowa,Central
20402311,Dowa,Central
20402330,Dowa,Central
20402331,Dowa,Central
20402332,Dowa,Central
20402333,Dowa,Central
20402334,Dowa,Central
20403049,Dowa,Central
20403312,Dowa,Central
20403313,Dowa,Central
20403335,Dowa,Central
20403336,Dowa,Central
20403337,Dowa,Central
20403338,Dowa,Central
20403668,Dowa,Central
20403697,Dowa,Central
20404032,Dowa,Central
20404314,Dowa,Central
20404315,Dowa,Central
20404316,Dowa,Central
20404339,Dowa,Central
20404340,Dowa,Central
20404341,Dowa,Central
20404509,Dowa,Central
20404575,Dowa,Central
20404660,Dowa,Central
20405132,Dowa,Central
20405317,Dowa,Central
20405318,Dowa,Central
20405319,Dowa,Central
20405320,Dowa,Central
20405343,Dowa,Central
20405344,Dowa,Central
20405345,Dowa,Central
20405366,Dowa,Central
20405704,Dowa,Central
20406177,Dowa,Central
20406321,Dowa,Central
20406322,Dowa,Central
20406323,Dowa,Central
20406346,Dowa,Central
20406347,Dowa,Central
20406348,Dowa,Central
20406598,Dowa,Central
20407324,Dowa,Central
20407349,Dowa,Central
20407398,Dowa,Central
20407481,Dowa,Central
20421229,Dowa,Central
20421325,Dowa,Central
20421350,Dowa,Central
20615407,Dowa,Central
10201124,Karonga,North
10201125,Karonga,North
10201126,Karonga,North
10201127,Karonga,North
10201128,Karonga,North
10201129,Karonga,North
10201137,Karonga,North
10201210,Karonga,North
10201247,Karonga,North
10201442,Karonga,North
10201688,Karonga,North
10202129,Karonga,North
10202130,Karonga,North
10202131,Karonga,North
10202514,Karonga,North
10203013,Karonga,North
10203085,Karonga,North
10203130,Karonga,North
10203131,Karonga,North
10203132,Karonga,North
10203133,Karonga,North
10203134,Karonga,North
10203135,Karonga,North
10203136,Karonga,North
10203137,Karonga,North
10203176,Karonga,North
10203221,Karonga,North
10203623,Karonga,North
10203744,Karonga,North
10204101,Karonga,North
10204136,Karonga,North
10204137,Karonga,North
10204138,Karonga,North
10204139,Karonga,North
10204140,Karonga,North
10204141,Karonga,North
10204322,Karonga,North
10204453,Karonga,North
10204586,Karonga,North
10204723,Karonga,North
10205141,Karonga,North
10205142,Karonga,North
10205143,Karonga,North
10205144,Karonga,North
10205202,Karonga,North
10205507,Karonga,North
10220027,Karonga,North
10220103,Karonga,North
10220143,Karonga,North
10220144,Karonga,North
10220145,Karonga,North
10220146,Karonga,North
10220147,Karonga,North
10220521,Karonga,North
10220705,Karonga,North
20101014,Kasungu,Central
20101237,Kasungu,Central
20101255,Kasungu,Central
20101256,Kasungu,Central
20101387,Kasungu,Central
20102238,Kasungu,Central
20102257,Kasungu,Central
20102311,Kasungu,Central
20103239,Kasungu,Central
20103258,Kasungu,Central
20103365,Kasungu,Central
20104240,Kasungu,Central
20105073,Kasungu,Central
20105181,Kasungu,Central
20105259,Kasungu,Central
20105260,Kasungu,Central
20106042,Kasungu,Central
20106241,Kasungu,Central
20106242,Kasungu,Central
20106261,Kasungu,Central
20107243,Kasungu,Central
20107262,Kasungu,Central
20107263,Kasungu,Central
20107490,Kasungu,Central
20107615,Kasungu,Central
20108264,Kasungu,Central
20108739,Kasungu,Central
20109244,Kasungu,Central
20109245,Kasungu,Central
20109265,Kasungu,Central
20109486,Kasungu,Central
20109653,Kasungu,Central
20110170,Kasungu,Central
20110246,Kasungu,Central
20110266,Kasungu,Central
20110267,Kasungu,Central
20110268,Kasungu,Central
20110620,Kasungu,Central
20111107,Kasungu,Central
20111269,Kasungu,Central
20111270,Kasungu,Central
20111271,Kasungu,Central
20111530,Kasungu,Central
20111718,Kasungu,Central
20112247,Kasungu,Central
20112272,Kasungu,Central
20112273,Kasungu,Central
20112274,Kasungu,Central
20112290,Kasungu,Central
20112334,Kasungu,Central
20112661,Kasungu,Central
20113112,Kasungu,Central
20113248,Kasungu,Central
20113275,Kasungu,Central
20113276,Kasungu,Central
20113529,Kasungu,Central
20115249,Kasungu,Central
20115434,Kasungu,Central
20119250,Kasungu,Central
20120081,Kasungu,Central
20120251,Kasungu,Central
20120277,Kasungu,Central
20120278,Kasungu,Central
20121252,Kasungu,Central
20121253,Kasungu,Central
20122254,Kasungu,Central
20123255,Kasungu,Central
20123256,Kasungu,Central
20123257,Kasungu,Central
20124258,Kasungu,Central
20126259,Kasungu,Central
20127260,Kasungu,Central
30106535,Lake Malombe,South
20601141,Lilongwe,Central
20601349,Lilongwe,Central
20601350,Lilongwe,Central
20601351,Lilongwe,Central
20601375,Lilongwe,Central
20601376,Lilongwe,Central
20601377,Lilongwe,Central
20601626,Lilongwe,Central
20601658,Lilongwe,Central
20601701,Lilongwe,Central
20602352,Lilongwe,Central
20602353,Lilongwe,Central
20602354,Lilongwe,Central
20602355,Lilongwe,Central
20602363,Lilongwe,Central
20602378,Lilongwe,Central
20602379,Lilongwe,Central
20602380,Lilongwe,Central
20602381,Lilongwe,Central
20602479,Lilongwe,Central
20602607,Lilongwe,Central
20602617,Lilongwe,Central
20603090,Lilongwe,Central
20603121,Lilongwe,Central
20603133,Lilongwe,Central
20603189,Lilongwe,Central
20603337,Lilongwe,Central
20603356,Lilongwe,Central
20603357,Lilongwe,Central
20603382,Lilongwe,Central
20603383,Lilongwe,Central
20603384,Lilongwe,Central
20603385,Lilongwe,Central
20603386,Lilongwe,Central
20603387,Lilongwe,Central
20603388,Lilongwe,Central
20603455,Lilongwe,Central
20603533,Lilongwe,Central
20604071,Lilongwe,Central
20604358,Lilongwe,Central
20604359,Lilongwe,Central
20604376,Lilongwe,Central
20604389,Lilongwe,Central
20604390,Lilongwe,Central
20604391,Lilongwe,Central
20604638,Lilongwe,Central
20605302,Lilongwe,Central
20605360,Lilongwe,Central
20605361,Lilongwe,Central
20605362,Lilongwe,Central
20605392,Lilongwe,Central
20606168,Lilongwe,Central
20606297,Lilongwe,Central
20606363,Lilongwe,Central
20606364,Lilongwe,Central
20606365,Lilongwe,Central
20606393,Lilongwe,Central
20606394,Lilongwe,Central
20606395,Lilongwe,Central
20607260,Lilongwe,Central
20607315,Lilongwe,Central
20607366,Lilongwe,Central
20607396,Lilongwe,Central
20607397,Lilongwe,Central
20607733,Lilongwe,Central
20608367,Lilongwe,Central
20608368,Lilongwe,Central
20608369,Lilongwe,Central
20608398,Lilongwe,Central
20608499,Lilongwe,Central
20609370,Lilongwe,Central
20609371,Lilongwe,Central
20609399,Lilongwe,Central
20609754,Lilongwe,Central
20610050,Lilongwe,Central
20610249,Lilongwe,Central
20610372,Lilongwe,Central
20610400,Lilongwe,Central
20610401,Lilongwe,Central
20611336,Lilongwe,Central
20611373,Lilongwe,Central
20611402,Lilongwe,Central
20612374,Lilongwe,Central
20612375,Lilongwe,Central
20612403,Lilongwe,Central
20612564,Lilongwe,Central
20613324,Lilongwe,Central
20613376,Lilongwe,Central
20613404,Lilongwe,Central
20614377,Lilongwe,Central
20614405,Lilongwe,Central
20614406,Lilongwe,Central
20614477,Lilongwe,Central
20614589,Lilongwe,Central
20615064,Lilongwe,Central
20615378,Lilongwe,Central
20615408,Lilongwe,Central
20615409,Lilongwe,Central
20615410,Lilongwe,Central
20615735,Lilongwe,Central
20615752,Lilongwe,Central
20616379,Lilongwe,Central
20616380,Lilongwe,Central
20616381,Lilongwe,Central
20617382,Lilongwe,Central
20617383,Lilongwe,Central
20617384,Lilongwe,Central
21031643,Lilongwe,Central
21033451,Lilongwe,Central
21036483,Lilongwe,Central
21037030,Lilongwe,Central
21037224,Lilongwe,Central
21037452,Lilongwe,Central
21037484,Lilongwe,Central
21037485,Lilongwe,Central
21037486,Lilongwe,Central
21037536,Lilongwe,Central
21038392,Lilongwe,Central
21038487,Lilongwe,Central
21038763,Lilongwe,Central
21040453,Lilongwe,Central
21040488,Lilongwe,Central
21048764,Lilongwe,Central
21051203,Lilongwe,Central
21051454,Lilongwe,Central
21051455,Lilongwe,Central
21051489,Lilongwe,Central
21051490,Lilongwe,Central
21051491,Lilongwe,Central
21051517,Lilongwe,Central
21052427,Lilongwe,Central
21052456,Lilongwe,Central
21052492,Lilongwe,Central
21052642,Lilongwe,Central
21053430,Lilongwe,Central
21053457,Lilongwe,Central
21053458,Lilongwe,Central
21053493,Lilongwe,Central
21053494,Lilongwe,Central
21053495,Lilongwe,Central
21053745,Lilongwe,Central
21054459,Lilongwe,Central
21054496,Lilongwe,Central
21054673,Lilongwe,Central
21055165,Lilongwe,Central
21055241,Lilongwe,Central
21055460,Lilongwe,Central
21055461,Lilongwe,Central
21055462,Lilongwe,Central
21055463,Lilongwe,Central
21055497,Lilongwe,Central
21055498,Lilongwe,Central
21055499,Lilongwe,Central
21055693,Lilongwe,Central
21056222,Lilongwe,Central
21059500,Lilongwe,Central
21066096,Lilongwe,Central
21066339,Lilongwe,Central
21066464,Lilongwe,Central
21066465,Lilongwe,Central
21066466,Lilongwe,Central
21066467,Lilongwe,Central
21066478,Lilongwe,Central
21066501,Lilongwe,Central
21066502,Lilongwe,Central
21068468,Lilongwe,Central
21068503,Lilongwe,Central
21069400,Lilongwe,Central
21074469,Lilongwe,Central
21074470,Lilongwe,Central
21074504,Lilongwe,Central
21074510,Lilongwe,Central
21076505,Lilongwe,Central
21077725,Lilongwe,Central
21079006,Lilongwe,Central
21079472,Lilongwe,Central
21079506,Lilongwe,Central
21080308,Lilongwe,Central
21080473,Lilongwe,Central
21080474,Lilongwe,Central
21080475,Lilongwe,Central
21080507,Lilongwe,Central
21080508,Lilongwe,Central
21080755,Lilongwe,Central
21081476,Lilongwe,Central
21081509,Lilongwe,Central
21081573,Lilongwe,Central
21083477,Lilongwe,Central
21083510,Lilongwe,Central
21083535,Lilongwe,Central
21085094,Lilongwe,Central
21085478,Lilongwe,Central
21085511,Lilongwe,Central
21086069,Lilongwe,Central
21086436,Lilongwe,Central
21086479,Lilongwe,Central
21086480,Lilongwe,Central
21086481,Lilongwe,Central
21086512,Lilongwe,Central
21086513,Lilongwe,Central
21087057,Lilongwe,Central
21087482,Lilongwe,Central
21087483,Lilongwe,Central
21087514,Lilongwe,Central
21087515,Lilongwe,Central
21087516,Lilongwe,Central
21087531,Lilongwe,Central
21087736,Lilongwe,Central
21088484,Lilongwe,Central
21088517,Lilongwe,Central
21088518,Lilongwe,Central
21088597,Lilongwe,Central
30201076,Machinga,South
30201146,Machinga,South
30201498,Machinga,South
30201509,Machinga,South
30201510,Machinga,South
30201511,Machinga,South
30201543,Machinga,South
30201544,Machinga,South
30201545,Machinga,South
30201546,Machinga,South
30201587,Machinga,South
30202252,Machinga,South
30202403,Machinga,South
30202512,Machinga,South
30202547,Machinga,South
30202548,Machinga,South
30203044,Machinga,South
30203122,Machinga,South
30203142,Machinga,South
30203256,Machinga,South
30203513,Machinga,South
30203549,Machinga,South
30203550,Machinga,South
30203551,Machinga,South
30203552,Machinga,South
30203553,Machinga,South
30203554,Machinga,South
30203767,Machinga,South
30204126,Machinga,South
30204514,Machinga,South
30204555,Machinga,South
30205515,Machinga,South
30205556,Machinga,South
30205702,Machinga,South
30206341,Machinga,South
30206516,Machinga,South
30206517,Machinga,South
30206557,Machinga,South
30206558,Machinga,South
30206572,Machinga,South
30207060,Machinga,South
30207188,Machinga,South
30207491,Machinga,South
30207518,Machinga,South
30207559,Machinga,South
30207560,Machinga,South
30207561,Machinga,South
30208396,Machinga,South
30208519,Machinga,South
30208562,Machinga,South
30209287,Machinga,South
30209520,Machinga,South
30209521,Machinga,South
30209563,Machinga,South
30210522,Machinga,South
30210523,Machinga,South
30211524,Machinga,South
30211525,Machinga,South
30212167,Machinga,South
30212307,Machinga,South
30212492,Machinga,South
30212526,Machinga,South
30212527,Machinga,South
30212564,Machinga,South
30212565,Machinga,South
30214528,Machinga,South
30216529,Machinga,South
30221530,Machinga,South
30222077,Machinga,South
30222566,Machinga,South
30306594,Machinga,South
31221753,Machinga,South
30101280,Mangochi,South
30101485,Mangochi,South
30101486,Mangochi,South
30101487,Mangochi,South
30101519,Mangochi,South
30101520,Mangochi,South
30101521,Mangochi,South
30101545,Mangochi,South
30101552,Mangochi,South
30102028,Mangochi,South
30102488,Mangochi,South
30102489,Mangochi,South
30102522,Mangochi,South
30102523,Mangochi,South
30102524,Mangochi,South
30102540,Mangochi,South
30102632,Mangochi,South
30102641,Mangochi,South
30103021,Mangochi,South
30103074,Mangochi,South
30103420,Mangochi,South
30103490,Mangochi,South
30103525,Mangochi,South
30103526,Mangochi,South
30103527,Mangochi,South
30103528,Mangochi,South
30104022,Mangochi,South
30104040,Mangochi,South
30104491,Mangochi,South
30104492,Mangochi,South
30104493,Mangochi,South
30104529,Mangochi,South
30104530,Mangochi,South
30104708,Mangochi,South
30105325,Mangochi,South
30105448,Mangochi,South
30105494,Mangochi,South
30105495,Mangochi,South
30105531,Mangochi,South
30105532,Mangochi,South
30106005,Mangochi,South
30106331,Mangochi,South
30106496,Mangochi,South
30106497,Mangochi,South
30106498,Mangochi,South
30106533,Mangochi,South
30106534,Mangochi,South
30106536,Mangochi,South
30106750,Mangochi,South
30107395,Mangochi,South
30107499,Mangochi,South
30107500,Mangochi,South
30107537,Mangochi,South
30107624,Mangochi,South
30108117,Mangochi,South
30108401,Mangochi,South
30108501,Mangochi,South
30108502,Mangochi,South
30108538,Mangochi,South
30108539,Mangochi,South
30109503,Mangochi,South
30109540,Mangochi,South
30109724,Mangochi,South
30110504,Mangochi,South
30111505,Mangochi,South
30114506,Mangochi,South
30120262,Mangochi,South
30120507,Mangochi,South
30120541,Mangochi,South
30121508,Mangochi,South
30121542,Mangochi,South
20701385,Mchinji,Central
20701386,Mchinji,Central
20701387,Mchinji,Central
20701411,Mchinji,Central
20701412,Mchinji,Central
20701527,Mchinji,Central
20701659,Mchinji,Central
20702011,Mchinji,Central
20702282,Mchinji,Central
20702388,Mchinji,Central
20702389,Mchinji,Central
20702390,Mchinji,Central
20702391,Mchinji,Central
20702413,Mchinji,Central
20702414,Mchinji,Central
20702415,Mchinji,Central
20702416,Mchinji,Central
20702417,Mchinji,Central
20702464,Mchinji,Central
20702471,Mchinji,Central
20702542,Mchinji,Central
20703025,Mchinji,Central
20703083,Mchinji,Central
20703316,Mchinji,Central
20703392,Mchinji,Central
20703393,Mchinji,Central
20703418,Mchinji,Central
20703419,Mchinji,Central
20703420,Mchinji,Central
20703421,Mchinji,Central
20703422,Mchinji,Central
20703565,Mchinji,Central
20703595,Mchinji,Central
20704037,Mchinji,Central
20704289,Mchinji,Central
20704353,Mchinji,Central
20704394,Mchinji,Central
20704395,Mchinji,Central
20704423,Mchinji,Central
20704424,Mchinji,Central
20704425,Mchinji,Central
20704426,Mchinji,Central
20704738,Mchinji,Central
20705328,Mchinji,Central
20705372,Mchinji,Central
20705396,Mchinji,Central
20705397,Mchinji,Central
20705427,Mchinji,Central
20705428,Mchinji,Central
20705429,Mchinji,Central
20705430,Mchinji,Central
20705431,Mchinji,Central
20705495,Mchinji,Central
20705652,Mchinji,Central
20705657,Mchinji,Central
20706163,Mchinji,Central
20706294,Mchinji,Central
20706398,Mchinji,Central
20706399,Mchinji,Central
20706432,Mchinji,Central
20706433,Mchinji,Central
20707400,Mchinji,Central
20707401,Mchinji,Central
20707402,Mchinji,Central
20708403,Mchinji,Central
20711404,Mchinji,Central
20712405,Mchinji,Central
20720368,Mchinji,Central
20720406,Mchinji,Central
20720434,Mchinji,Central
30801205,Mulanje,South
30801300,Mulanje,South
30801305,Mulanje,South
30801386,Mulanje,South
30801631,Mulanje,South
30801642,Mulanje,South
30801643,Mulanje,South
30801644,Mulanje,South
30801645,Mulanje,South
30801672,Mulanje,South
30801679,Mulanje,South
30801687,Mulanje,South
30801688,Mulanje,South
30801689,Mulanje,South
30801690,Mulanje,South
30801691,Mulanje,South
30801692,Mulanje,South
30801693,Mulanje,South
30802036,Mulanje,South
30802485,Mulanje,South
30802579,Mulanje,South
30802646,Mulanje,South
30802647,Mulanje,South
30802648,Mulanje,South
30802694,Mulanje,South
30802696,Mulanje,South
30803115,Mulanje,South
30803233,Mulanje,South
30803480,Mulanje,South
30803649,Mulanje,South
30803650,Mulanje,South
30803651,Mulanje,South
30803697,Mulanje,South
30803698,Mulanje,South
30803699,Mulanje,South
30804416,Mulanje,South
30804426,Mulanje,South
30804652,Mulanje,South
30804653,Mulanje,South
30804700,Mulanje,South
30804701,Mulanje,South
30805259,Mulanje,South
30805375,Mulanje,South
30805463,Mulanje,South
30805551,Mulanje,South
30805654,Mulanje,South
30805655,Mulanje,South
30805656,Mulanje,South
30805657,Mulanje,South
30805658,Mulanje,South
30805702,Mulanje,South
30805703,Mulanje,South
30805704,Mulanje,South
30805705,Mulanje,South
30806145,Mulanje,South
30806483,Mulanje,South
